id,주제,theme,한국어,English,Espanol,中文
742,정리와 단순함,Simplicity,시작 전에 정리하면 일이 절반으로 준다.,Tidy before you start and the work halves.,Ordena antes de empezar y el trabajo se reducirá a la mitad.,开始前整理，工作量减半。
743,정리와 단순함,Simplicity,이름을 붙이면 찾는 시간이 사라진다.,Label it and searching time disappears.,Etiqueta las cosas y desaparecerá el tiempo de búsqueda.,贴上标签，寻找的时间就消失了。
744,정리와 단순함,Simplicity,가진 것을 다 쓰지 못하면 짐이 된다.,What you cannot use becomes baggage.,Lo que no usas se convierte en carga.,用不完的东西，就成了负担。
745,정리와 단순함,Simplicity,단순한 삶은 적게 사는 것이 아니라 분명하게 사는 것이다.,A simple life is not a smaller life but a clearer one.,"Una vida simple no es menor, sino más clara.",简单的生活不是活得少，而是活得清楚。
746,정리와 단순함,Simplicity,정리된 파일 하나가 열 번의 회의를 줄인다.,One organized file saves ten meetings.,Un archivo bien ordenado evita diez reuniones.,一份整理好的文件，省下十次会议。
747,정리와 단순함,Simplicity,핵심만 남기면 속도는 저절로 빨라진다.,Keep only the essentials and speed follows.,Deja solo lo esencial y llegará la velocidad.,只留核心，速度自然提升。
748,정리와 단순함,Simplicity,"물건은 공간을, 미련은 마음을 차지한다.",Objects fill space; attachments fill the mind.,"Los objetos ocupan espacio; los apegos, la mente.",物品占据空间，执念占据心。
749,정리와 단순함,Simplicity,버리기 어려운 것부터 목록에 올려라.,List first what is hardest to discard.,Anota primero lo que más cuesta soltar.,把最难舍弃的先列出来。
750,정리와 단순함,Simplicity,가장 좋은 수납은 사지 않는 것이다.,The best storage solution is not buying it.,El mejor almacenamiento es no comprarlo.,最好的收纳，是不买。
751,감정과 평정심,Equanimity,감정은 손님이다. 머물게 하되 주인 자리는 주지 마라.,Emotions are guests; let them stay but never give them the house.,"Las emociones son huéspedes; acógelas, no les des la casa.",情绪是客人，可以留宿，但别让它当主人。
752,감정과 평정심,Equanimity,화가 났을 때 내린 결정은 대부분 비싸다.,Decisions made in anger are usually expensive.,Las decisiones tomadas con ira suelen ser caras.,愤怒时做的决定，代价通常很高。
753,감정과 평정심,Equanimity,숨을 한 번 고르는 것이 최고의 위기관리다.,One deep breath is the best crisis management.,Una respiración profunda es la mejor gestión de crisis.,深呼吸一次，是最好的危机管理。
754,감정과 평정심,Equanimity,감정을 억누르지 말고 이름을 붙여라.,Do not suppress the feeling; name it.,No reprimas la emoción; ponle nombre.,不要压抑情绪，给它命名。
755,감정과 평정심,Equanimity,기분은 날씨처럼 지나간다.,Moods pass like weather.,Los estados de ánimo pasan como el clima.,心情如天气，终会过去。
756,감정과 평정심,Equanimity,평정심은 무감각이 아니라 균형이다.,"Composure is balance, not numbness.","La serenidad es equilibrio, no insensibilidad.",平静不是麻木，而是平衡。
757,감정과 평정심,Equanimity,남의 감정까지 내가 책임질 필요는 없다.,You are not responsible for everyone else's feelings.,No eres responsable de las emociones ajenas.,你不必为别人的情绪负责。
758,감정과 평정심,Equanimity,불안은 대개 아직 오지 않은 일에 대한 세금이다.,Anxiety is a tax paid on things that never come.,La ansiedad es un impuesto sobre lo que nunca llega.,焦虑，多是为尚未发生之事缴的税。
759,감정과 평정심,Equanimity,반응하기 전에 3초를 벌어라.,Buy yourself three seconds before you react.,Gánate tres segundos antes de reaccionar.,反应之前，先争取三秒。
760,감정과 평정심,Equanimity,감정을 글로 옮기면 크기가 정확해진다.,Write the feeling down and its true size appears.,Escribe la emoción y verás su tamaño real.,把情绪写下来，就能看清它真正的大小。
761,감정과 평정심,Equanimity,타인의 무례가 내 하루를 결정하게 두지 마라.,Do not let someone's rudeness decide your day.,No dejes que la grosería ajena decida tu día.,别让他人的无礼决定你的一天。
762,감정과 평정심,Equanimity,잘 쉬지 못한 마음은 작은 일에도 흔들린다.,An unrested mind is shaken by small things.,Una mente sin descanso se altera con nada.,没休息好的心，小事也会动摇。
763,감정과 평정심,Equanimity,기대를 조정하면 분노도 조정된다.,Adjust your expectations and anger adjusts too.,Ajusta tus expectativas y se ajustará tu enojo.,调整期待，怒气也随之调整。
764,감정과 평정심,Equanimity,슬픔은 없애는 것이 아니라 지나가게 두는 것이다.,Sadness is not removed; it is allowed to pass.,La tristeza no se elimina; se deja pasar.,悲伤不是消除，而是让它过去。
765,감정과 평정심,Equanimity,감정의 파도 아래에는 늘 잔잔한 층이 있다.,Beneath every wave of feeling lies a still layer.,Bajo cada ola de emoción hay una capa serena.,情绪的波浪之下，总有平静的一层。
766,감정과 평정심,Equanimity,조용한 사람이 반드시 약한 것은 아니다.,Quiet does not mean weak.,Ser callado no significa ser débil.,安静，不代表软弱。
767,감정과 평정심,Equanimity,참는 것과 다스리는 것은 다르다.,Enduring and governing are not the same.,Aguantar y dominar no son lo mismo.,忍耐与驾驭，是两回事。
768,감정과 평정심,Equanimity,스스로에게 관대해야 남에게도 관대해진다.,Be gentle with yourself and you can be gentle with others.,Sé amable contigo y podrás serlo con otros.,善待自己，才能善待他人。
769,감정과 평정심,Equanimity,마음이 급할수록 걸음을 늦춰라.,"The more hurried the mind, the slower the step should be.","Cuanto más apurada la mente, más lento el paso.",心越急，步子越要慢。
770,감정과 평정심,Equanimity,모든 감정에는 알려 주려는 정보가 있다.,Every emotion carries information for you.,Cada emoción trae información para ti.,每种情绪，都带着要告诉你的信息。
771,감정과 평정심,Equanimity,후회는 감정이고 교훈은 선택이다.,Regret is a feeling; a lesson is a choice.,"El arrepentimiento es emoción; la lección, elección.",悔恨是情绪，教训是选择。
772,감정과 평정심,Equanimity,기쁨도 슬픔도 오래 머물지 않는다.,Neither joy nor sorrow stays long.,Ni la alegría ni la pena se quedan mucho.,喜悦与悲伤，都不会久留。
773,감정과 평정심,Equanimity,화를 참는 것보다 화가 나는 이유를 아는 것이 낫다.,Better to understand the anger than to swallow it.,Mejor entender la ira que tragársela.,理解愤怒的原因，胜过强忍愤怒。
774,감정과 평정심,Equanimity,평온한 얼굴은 훈련된 마음의 결과다.,A calm face is the product of a trained mind.,Un rostro sereno es fruto de una mente entrenada.,平和的面容，是训练过的心的结果。
775,감정과 평정심,Equanimity,오늘의 기분이 오늘의 실력은 아니다.,Today's mood is not today's ability.,El ánimo de hoy no es tu capacidad de hoy.,今天的心情，不等于今天的实力。
776,원칙과 정직,Integrity,원칙은 편할 때가 아니라 불편할 때 증명된다.,Principles are proven when they are inconvenient.,Los principios se prueban cuando incomodan.,原则，在不便时才被证明。
777,원칙과 정직,Integrity,정직은 기억할 것이 적어서 편하다.,Honesty is easy because there is less to remember.,La honestidad es cómoda: hay menos que recordar.,诚实很轻松，因为要记的少。
778,원칙과 정직,Integrity,한 번의 거짓말은 열 번의 설명을 부른다.,One lie demands ten explanations.,Una mentira exige diez explicaciones.,一次谎言，需要十次解释。
779,원칙과 정직,Integrity,아무도 보지 않을 때의 행동이 진짜 성품이다.,Character is what you do when no one watches.,El carácter es lo que haces sin testigos.,无人看见时的行为，才是真品格。
780,원칙과 정직,Integrity,타협할 것과 타협하지 않을 것을 미리 정해 두어라.,Decide in advance what you will and will not compromise.,Decide de antemano qué negociarás y qué no.,事先定好什么可以妥协，什么不行。
781,원칙과 정직,Integrity,평판은 오랜 시간의 작은 선택들이 쌓인 결과다.,Reputation is the sum of small choices over long years.,La reputación suma pequeñas decisiones durante años.,声誉，是长年小选择的累积。
782,원칙과 정직,Integrity,이익보다 오래 남는 것은 신용이다.,Credibility outlasts profit.,La credibilidad dura más que la ganancia.,信用比利益留存得更久。
783,원칙과 정직,Integrity,규칙을 지키는 비용은 어기는 비용보다 늘 싸다.,Following the rules always costs less than breaking them.,Cumplir las normas siempre cuesta menos que violarlas.,守规则的成本，永远低于违规。
784,원칙과 정직,Integrity,말과 행동이 같은 사람은 설득할 필요가 없다.,Those whose words match their deeds need no persuasion.,Quien actúa como habla no necesita convencer.,言行一致的人，不需要说服别人。
785,원칙과 정직,Integrity,작은 부정직이 큰 신뢰를 무너뜨린다.,Small dishonesty destroys large trust.,Una pequeña deshonestidad derriba una gran confianza.,小的不诚实，摧毁大的信任。
786,원칙과 정직,Integrity,잘못을 빨리 인정하면 손실도 작아진다.,Admit the error early and the loss stays small.,Admite el error pronto y la pérdida será menor.,尽早承认错误，损失就小。
787,원칙과 정직,Integrity,모두가 그렇게 한다는 말은 이유가 되지 못한다.,Everyone does it is not a reason.,Que todos lo hagan no es una razón.,大家都这么做，不是理由。
788,원칙과 정직,Integrity,원칙이 있는 사람은 매번 고민하지 않는다.,Those with principles do not agonize every time.,Quien tiene principios no sufre en cada decisión.,有原则的人，不必每次纠结。
789,원칙과 정직,Integrity,약속은 지킬 수 있는 만큼만 하라.,Promise only what you can keep.,Promete solo lo que puedas cumplir.,只承诺你能兑现的。
790,원칙과 정직,Integrity,이름은 가장 오래 쓰는 자산이다.,Your name is the asset you use the longest.,Tu nombre es el activo que usarás más tiempo.,名字，是你使用最久的资产。
791,원칙과 정직,Integrity,정직한 실패가 교묘한 성공보다 낫다.,An honest failure beats a clever success.,Un fracaso honesto vale más que un éxito astuto.,诚实的失败，胜过取巧的成功。
792,원칙과 정직,Integrity,숨겨야 하는 성과는 성과가 아니다.,An achievement you must hide is not an achievement.,Un logro que debes ocultar no es un logro.,需要隐瞒的成绩，不是成绩。
793,원칙과 정직,Integrity,기준을 낮추는 순간 모든 것이 낮아진다.,Lower the standard and everything lowers with it.,Baja el estándar y todo bajará con él.,标准一降，一切都降。
794,원칙과 정직,Integrity,양심은 가장 조용하지만 가장 정확한 조언자다.,Conscience is the quietest and most accurate adviser.,La conciencia es el consejero más callado y certero.,良心，是最安静也最准确的顾问。
795,원칙과 정직,Integrity,신뢰는 이자를 낳고 불신은 비용을 낳는다.,Trust earns interest; distrust incurs cost.,"La confianza genera intereses; la desconfianza, costos.",信任生息，猜疑生费。
796,원칙과 정직,Integrity,불편한 진실을 말해 주는 사람을 곁에 두어라.,Keep close those who tell you uncomfortable truths.,Rodéate de quien te diga verdades incómodas.,把说逆耳真话的人留在身边。
797,원칙과 정직,Integrity,편법으로 얻은 시간은 반드시 되돌려 주게 된다.,Time gained by shortcuts is always paid back.,El tiempo ganado con atajos siempre se devuelve.,靠捷径省下的时间，一定要还。
798,원칙과 정직,Integrity,공짜로 얻은 것에는 늘 값이 붙어 있다.,Everything free carries a price somewhere.,Todo lo gratis lleva un precio oculto.,白得的东西，总标着价格。
799,원칙과 정직,Integrity,자신에게 정직하지 못하면 남에게도 그렇게 된다.,Dishonesty with yourself becomes dishonesty with others.,Mentirte a ti lleva a mentir a otros.,对自己不诚实，对别人也会如此。
800,원칙과 정직,Integrity,원칙은 지킬 때보다 세울 때 더 신중해야 한다.,Be more careful setting a principle than keeping one.,Ten más cuidado al fijar un principio que al cumplirlo.,立原则时，要比守原则时更慎重。
801,겸손과 자기인식,Humility,자신을 아는 것이 모든 지혜의 시작이다.,Knowing yourself is the start of all wisdom.,Conocerte es el comienzo de toda sabiduría.,认识自己，是一切智慧的开端。
802,겸손과 자기인식,Humility,가장 위험한 무지는 안다고 착각하는 것이다.,The most dangerous ignorance is thinking you know.,La ignorancia más peligrosa es creer que sabes.,最危险的无知，是自以为懂。
803,겸손과 자기인식,Humility,많이 아는 사람일수록 조심스럽게 말한다.,"The more one knows, the more carefully one speaks.","Cuanto más se sabe, con más cuidado se habla.",懂得越多，说话越谨慎。
804,겸손과 자기인식,Humility,자만은 성공 직후에 가장 크게 자란다.,Arrogance grows fastest right after success.,La arrogancia crece más justo tras el éxito.,自满，在成功之后长得最快。
805,겸손과 자기인식,Humility,남의 조언을 듣는 것은 약함이 아니라 절약이다.,Taking advice is not weakness; it is efficiency.,Aceptar consejos no es debilidad; es ahorro.,听取建议不是软弱，而是节省。
806,겸손과 자기인식,Humility,내 관점은 세상의 일부일 뿐이다.,My view is only a part of the world.,Mi punto de vista es solo una parte del mundo.,我的视角，只是世界的一部分。
807,겸손과 자기인식,Humility,칭찬을 들을 때 가장 조심해야 한다.,Be most careful when being praised.,Ten más cuidado cuando te elogian.,被称赞时，最需要小心。
808,겸손과 자기인식,Humility,모르는 것을 물어보는 데 드는 비용은 늘 가장 싸다.,Asking about what you do not know is always the cheapest option.,Preguntar lo que no sabes siempre es lo más barato.,开口请教，成本永远最低。
809,겸손과 자기인식,Humility,자기 실력을 정확히 아는 것도 실력이다.,Knowing your own level accurately is itself a skill.,Conocer tu nivel con precisión también es habilidad.,准确知道自己的水平，也是能力。
810,겸손과 자기인식,Humility,성공은 여러 사람의 도움이 겹친 결과다.,Success is the overlap of many people's help.,El éxito es la suma de la ayuda de muchos.,成功，是许多人帮助的叠加。
811,겸손과 자기인식,Humility,고개를 숙이면 더 많은 것이 보인다.,Bow your head and you see more.,Baja la cabeza y verás más.,低下头，看见的更多。
812,겸손과 자기인식,Humility,내가 옳다는 확신이 클수록 한 번 더 확인하라.,"The surer you are, the more you should double-check.","Cuanto más seguro estés, más deberías verificar.",越确信自己对，越要再确认一次。
813,겸손과 자기인식,Humility,자신을 과대평가하면 준비를 게을리하게 된다.,Overestimate yourself and you will under-prepare.,Sobreestimarte te llevará a prepararte poco.,高估自己，就会疏于准备。
814,겸손과 자기인식,Humility,다른 의견은 위협이 아니라 정보다.,"A different opinion is information, not a threat.","Una opinión distinta es información, no amenaza.",不同意见是信息，不是威胁。
815,겸손과 자기인식,Humility,자기 약점을 말할 수 있는 사람이 강한 사람이다.,Those who can name their weakness are strong.,Fuerte es quien puede nombrar su debilidad.,能说出自己弱点的人，才是强者。
816,겸손과 자기인식,Humility,경험이 많다는 이유로 배움을 멈추지 마라.,Do not stop learning just because you are experienced.,No dejes de aprender por tener experiencia.,不要因为经验多就停止学习。
817,겸손과 자기인식,Humility,나를 가장 오래 속이는 사람은 나 자신이다.,The one who fools you longest is you.,Quien más tiempo te engaña eres tú mismo.,骗你最久的人，是你自己。
818,겸손과 자기인식,Humility,성찰이 없으면 경력은 반복일 뿐이다.,"Without reflection, a career is just repetition.","Sin reflexión, la carrera es solo repetición.",没有反省，资历只是重复。
819,겸손과 자기인식,Humility,겸손은 자기를 낮추는 것이 아니라 정확히 보는 것이다.,Humility is not lowering yourself but seeing yourself accurately.,"La humildad no es rebajarse, sino verse con exactitud.",谦逊不是贬低自己，而是准确看待自己。
820,겸손과 자기인식,Humility,어제의 나를 부끄러워할 수 있다면 성장한 것이다.,"If you can be embarrassed by yesterday's self, you have grown.","Si te avergüenza tu yo de ayer, has crecido.",能为昨天的自己感到羞愧，说明你成长了。
821,겸손과 자기인식,Humility,남의 성공에서 배우고 나의 성공은 의심하라.,Learn from others' success and question your own.,Aprende del éxito ajeno y cuestiona el tuyo.,从别人的成功中学习，对自己的成功存疑。
822,겸손과 자기인식,Humility,자리는 사람을 크게 보이게 하지만 크게 만들지는 않는다.,"A title makes you look bigger, not become bigger.","Un cargo te hace parecer mayor, no serlo.",职位让人显得高大，却不会让人变大。
823,겸손과 자기인식,Humility,한계를 아는 사람만이 한계를 넘는다.,Only those who know their limits can pass them.,Solo quien conoce sus límites puede superarlos.,知道极限的人，才能突破极限。
824,겸손과 자기인식,Humility,잘 모르겠다는 말이 대화를 깊게 만든다.,Saying I am not sure deepens the conversation.,Decir no estoy seguro profundiza la conversación.,一句我不确定，让对话更深入。
825,겸손과 자기인식,Humility,배울 것이 없어 보이는 사람에게도 배울 것이 있다.,Even those who seem to have nothing to teach do.,"Incluso quien parece no enseñar nada, enseña.",看似无可学之人，也有可学之处。
826,야망과 큰 그림,Ambition,작게 생각하는 데도 같은 노력이 든다.,Thinking small costs the same effort.,Pensar en pequeño cuesta el mismo esfuerzo.,想得小，也要花同样的力气。
827,야망과 큰 그림,Ambition,한계를 정하는 것은 대부분 상상력의 부족이다.,Most limits come from a shortage of imagination.,La mayoría de los límites nacen de la falta de imaginación.,多数极限，源于想象力不足。
828,야망과 큰 그림,Ambition,큰 목표는 좋은 사람들을 끌어당긴다.,A big goal attracts good people.,Una gran meta atrae a buena gente.,大目标，吸引好的人。
829,야망과 큰 그림,Ambition,남들이 웃는 계획이 대개 판을 바꾼다.,The plan people laugh at usually changes the game.,El plan del que se ríen suele cambiar las reglas.,被人嘲笑的计划，往往改变格局。
830,야망과 큰 그림,Ambition,현실적인 목표만 세우면 현실만 반복된다.,Set only realistic goals and reality just repeats.,"Si solo pones metas realistas, la realidad se repite.",只定现实的目标，就只会重复现实。
831,야망과 큰 그림,Ambition,10년의 그림이 있으면 1년의 실패는 견딜 만하다.,"With a ten-year picture, one bad year is bearable.","Con una visión de diez años, un mal año se soporta.",有十年的蓝图，一年的失败就能承受。
832,야망과 큰 그림,Ambition,야망은 방향이 있을 때만 힘이 된다.,Ambition becomes strength only when it has direction.,La ambición es fuerza solo cuando tiene rumbo.,野心有了方向，才成为力量。
833,야망과 큰 그림,Ambition,남의 허락을 기다리면 평생 기다리게 된다.,Wait for permission and you will wait forever.,"Si esperas permiso, esperarás toda la vida.",等待别人的许可，就会等一辈子。
834,야망과 큰 그림,Ambition,지금의 자원이 아니라 지금의 결심으로 시작하라.,"Start with your resolve, not your resources.","Empieza con tu decisión, no con tus recursos.",用现在的决心开始，而非现在的资源。
835,야망과 큰 그림,Ambition,크게 실패해도 남는 것이 있는 목표를 골라라.,Choose goals that leave something behind even in failure.,Elige metas que dejen algo incluso al fracasar.,选择即使失败也有留存的目标。
836,야망과 큰 그림,Ambition,목표가 크면 사소한 갈등이 작아 보인다.,A large goal makes petty conflicts look small.,Una gran meta empequeñece los conflictos menores.,目标够大，琐碎的冲突就变小。
837,야망과 큰 그림,Ambition,산 정상을 보되 발밑을 확인하라.,Watch the summit but check your footing.,"Mira la cumbre, pero vigila dónde pisas.",望着山顶，也要看清脚下。
838,야망과 큰 그림,Ambition,위대한 일은 대부분 지루한 일의 연속이다.,Great work is mostly a chain of dull tasks.,Las grandes obras son cadenas de tareas aburridas.,伟大的事业，多是枯燥工作的连续。
839,야망과 큰 그림,Ambition,무엇이 가능한지는 시도해 본 사람만 안다.,Only those who tried know what is possible.,Solo quien lo intentó sabe qué es posible.,什么是可能的，只有尝试过的人知道。
840,야망과 큰 그림,Ambition,욕심과 야망의 차이는 누구를 위한 것이냐다.,Greed and ambition differ by whom they serve.,La codicia y la ambición difieren en a quién sirven.,贪婪与雄心之别，在于为谁。
841,야망과 큰 그림,Ambition,한 세대의 문제를 풀면 이름이 남는다.,Solve a problem of your generation and your name remains.,Resuelve un problema de tu generación y tu nombre quedará.,解决一代人的问题，名字就会留下。
842,야망과 큰 그림,Ambition,가장 큰 위험은 목표가 너무 작은 것이다.,The greatest danger is a goal that is too small.,El mayor peligro es una meta demasiado pequeña.,最大的危险，是目标太小。
843,야망과 큰 그림,Ambition,세상을 바꾸려면 먼저 한 사람을 도와라.,"To change the world, start by helping one person.","Para cambiar el mundo, ayuda primero a una persona.",想改变世界，先帮助一个人。
844,야망과 큰 그림,Ambition,비전은 팀에게 나눠 줄 때 커진다.,A vision grows when shared with a team.,Una visión crece al compartirse con el equipo.,愿景，在分享给团队时变大。
845,야망과 큰 그림,Ambition,불가능해 보이는 일도 나누면 가능한 조각이 된다.,Break the impossible apart and the pieces become possible.,Divide lo imposible y las piezas serán posibles.,把不可能拆开，碎片就变得可能。
846,야망과 큰 그림,Ambition,지금 하는 일이 5년 뒤 무엇이 되는지 그려 보라.,Picture what today's work becomes in five years.,Imagina en qué se convertirá tu trabajo en cinco años.,想象今天所做的事，五年后会变成什么。
847,야망과 큰 그림,Ambition,야망 없는 성실은 쳇바퀴가 된다.,Diligence without ambition becomes a treadmill.,La diligencia sin ambición se vuelve una rueda.,没有雄心的勤奋，会变成原地打转。
848,야망과 큰 그림,Ambition,롤모델보다 넘어야 할 기준을 정하라.,Set a bar to clear rather than a person to copy.,"Fija un listón que superar, no alguien a imitar.",设定要超越的标准，而非要模仿的人。
849,야망과 큰 그림,Ambition,큰 꿈은 매일의 작은 규칙 없이는 무너진다.,Big dreams collapse without small daily rules.,Los grandes sueños caen sin pequeñas reglas diarias.,没有每日小规则，大梦想就会崩塌。
850,야망과 큰 그림,Ambition,무엇을 이루고 싶은지보다 어떤 문제를 풀고 싶은지 물어라.,"Ask which problem you want to solve, not what you want to achieve.","Pregúntate qué problema quieres resolver, no qué quieres lograr.",问自己想解决什么问题，而非想得到什么。
851,문제해결,Problem-Solving,문제를 정확히 정의하면 절반은 풀린 것이다.,Define the problem precisely and half of it is solved.,Define bien el problema y estará medio resuelto.,准确定义问题，就解决了一半。
852,문제해결,Problem-Solving,증상이 아니라 원인을 고쳐라.,"Fix the cause, not the symptom.","Corrige la causa, no el síntoma.",要治病因，不是症状。
853,문제해결,Problem-Solving,왜라는 질문을 다섯 번 반복하면 뿌리가 보인다.,Ask why five times and the root appears.,Pregunta por qué cinco veces y verás la raíz.,连问五次为什么，就能看到根源。
854,문제해결,Problem-Solving,해결책이 하나뿐이면 아직 충분히 고민하지 않은 것이다.,One solution means you have not thought enough.,Una sola solución significa que no pensaste bastante.,只有一个解法，说明想得还不够。
855,문제해결,Problem-Solving,복잡한 문제일수록 종이에 그려라.,"The more complex the problem, the more it belongs on paper.","Cuanto más complejo el problema, más pertenece al papel.",问题越复杂，越要画在纸上。
856,문제해결,Problem-Solving,가장 흔한 실수는 잘못된 문제를 잘 푸는 것이다.,The commonest error is solving the wrong problem well.,El error más común es resolver bien el problema equivocado.,最常见的错误，是把错的问题解得很好。
857,문제해결,Problem-Solving,막힐 때는 문제를 더 작게 쪼개라.,"When stuck, cut the problem smaller.","Si te atascas, divide más el problema.",卡住时，把问题拆得更小。
858,문제해결,Problem-Solving,모든 제약을 적어 두면 답의 범위가 보인다.,List every constraint and the answer's range appears.,Anota cada restricción y verás el rango de la respuesta.,列出所有限制，答案的范围就浮现了。
859,문제해결,Problem-Solving,현장에 답이 있다.,The answer is on the ground.,La respuesta está en el terreno.,答案在现场。
860,문제해결,Problem-Solving,데이터가 없으면 의견 싸움이 된다.,Without data it becomes a fight of opinions.,"Sin datos, es una pelea de opiniones.",没有数据，就变成意见之争。
861,문제해결,Problem-Solving,해결한 문제를 기록해 두면 다음에 두 배로 빠르다.,Record solved problems and next time is twice as fast.,Registra lo resuelto y la próxima vez irás al doble.,记录解决过的问题，下次快一倍。
862,문제해결,Problem-Solving,다른 분야의 해법을 빌려 오는 것이 가장 빠르다.,Borrowing a solution from another field is fastest.,Tomar prestada una solución de otro campo es lo más rápido.,借用其他领域的解法，最快。
863,문제해결,Problem-Solving,급한 불을 끄되 소방 시스템도 만들어라.,"Put out the fire, but also build the fire system.","Apaga el fuego, pero también instala el sistema contra incendios.",救急，也要建立防火系统。
864,문제해결,Problem-Solving,잠시 멈추는 것이 가장 빠른 우회로일 때가 있다.,Sometimes stopping briefly is the fastest detour.,A veces detenerse un momento es el atajo más rápido.,有时暂停一下，是最快的绕行。
865,문제해결,Problem-Solving,남의 문제를 풀어 주면 내 문제도 풀린다.,Solve someone else's problem and yours loosens too.,Resuelve el problema ajeno y el tuyo se aflojará.,解决别人的问题，自己的问题也会松动。
866,문제해결,Problem-Solving,가정을 적어 두면 어디가 틀렸는지 알 수 있다.,Write your assumptions and you will find the flaw.,Escribe tus supuestos y hallarás el fallo.,写下假设，就能找出错在哪。
867,문제해결,Problem-Solving,문제를 남에게 설명하는 순간 답이 보인다.,Explain the problem aloud and the answer appears.,Explica el problema en voz alta y verás la respuesta.,把问题讲给别人听，答案就出现了。
868,문제해결,Problem-Solving,모든 해법에는 새로운 문제가 딸려 온다.,Every solution brings a new problem with it.,Toda solución trae un problema nuevo.,每个解法，都带来新的问题。
869,문제해결,Problem-Solving,측정하지 않으면 개선했는지 알 수 없다.,"If you do not measure, you cannot know you improved.","Si no mides, no sabrás si mejoraste.",不测量，就不知道有没有改善。
870,문제해결,Problem-Solving,간단한 원인을 먼저 확인하라.,Check the simple cause first.,Comprueba primero la causa simple.,先检查最简单的原因。
871,문제해결,Problem-Solving,같은 문제가 반복되면 사람이 아니라 구조를 보라.,"If a problem repeats, look at the system, not the person.","Si el problema se repite, mira el sistema, no a la persona.",问题反复出现，要看结构而非人。
872,문제해결,Problem-Solving,해결이 어려우면 조건을 바꿔 보라.,"If solving is hard, change the conditions.","Si es difícil resolver, cambia las condiciones.",难以解决时，试着改变条件。
873,문제해결,Problem-Solving,답을 아는 것보다 답을 찾는 방법을 아는 것이 낫다.,Knowing how to find answers beats knowing answers.,Saber cómo hallar respuestas vale más que saberlas.,懂得找答案的方法，胜过知道答案。
874,문제해결,Problem-Solving,어제의 해법이 오늘의 병목이 되기도 한다.,Yesterday's fix can be today's bottleneck.,La solución de ayer puede ser el cuello de botella de hoy.,昨天的解法，可能是今天的瓶颈。
875,문제해결,Problem-Solving,풀리지 않는 문제는 대개 질문이 잘못된 것이다.,An unsolvable problem usually means a wrong question.,Un problema sin solución suele ser una pregunta mal hecha.,解不开的问题，多半是问错了。
876,기회와 운,Opportunity,운은 시도한 횟수에 비례한다.,Luck is proportional to the number of attempts.,La suerte es proporcional al número de intentos.,运气，与尝试的次数成正比。
877,기회와 운,Opportunity,기회는 대개 일처럼 생겨서 알아보기 어렵다.,"Opportunity usually looks like work, so it is hard to spot.","La oportunidad suele parecer trabajo, por eso pasa inadvertida.",机会常常长得像工作，所以难以辨认。
878,기회와 운,Opportunity,운이 좋으려면 먼저 눈에 띄어야 한다.,"To be lucky, first be visible.","Para tener suerte, primero hay que ser visible.",想要好运，先要被看见。
879,기회와 운,Opportunity,한 번의 기회를 잡으려면 열 번의 준비가 필요하다.,One chance seized requires ten preparations.,Aprovechar una oportunidad exige diez preparaciones.,抓住一次机会，需要十次准备。
880,기회와 운,Opportunity,아는 사람이 많을수록 우연도 많아진다.,"The more people you know, the more coincidences you get.","Cuanta más gente conoces, más coincidencias ocurren.",认识的人越多，偶然也越多。
881,기회와 운,Opportunity,거절당한 자리에 다음 기회가 놓여 있다.,The next opportunity sits where you were refused.,La próxima oportunidad está donde te rechazaron.,下一个机会，就放在被拒绝的地方。
882,기회와 운,Opportunity,운은 통제할 수 없지만 노출은 통제할 수 있다.,"You cannot control luck, but you can control exposure.","No controlas la suerte, pero sí tu exposición.",运气无法控制，但曝光可以。
883,기회와 운,Opportunity,기회는 준비된 사람의 눈에만 기회로 보인다.,Only the prepared see an opportunity as one.,Solo el preparado ve la oportunidad como tal.,机会，只有在有准备的人眼中才是机会。
884,기회와 운,Opportunity,작은 부탁을 들어준 인연이 큰 기회가 된다.,A small favor granted becomes a large opportunity.,Un pequeño favor se convierte en gran oportunidad.,一次小忙的缘分，会成为大机会。
885,기회와 운,Opportunity,기회는 오래 머물지 않는다.,Opportunity does not linger.,La oportunidad no se queda mucho.,机会不会久留。
886,기회와 운,Opportunity,타이밍이 실력의 일부라는 것을 인정하라.,Admit that timing is part of skill.,Reconoce que el momento oportuno es parte de la habilidad.,承认时机也是实力的一部分。
887,기회와 운,Opportunity,남의 성공을 운이라 부르면 배울 것이 사라진다.,Call others' success luck and you lose the lesson.,Llamar suerte al éxito ajeno borra la lección.,把别人的成功归为运气，就学不到东西。
888,기회와 운,Opportunity,자주 부딪히는 사람에게 기회가 자주 온다.,Opportunity visits those who show up often.,La oportunidad visita a quien aparece con frecuencia.,常出现的人，机会也常来。
889,기회와 운,Opportunity,운도 실력처럼 관리할 수 있다.,"Luck, like skill, can be managed.","La suerte, como la habilidad, se gestiona.",运气，也能像实力一样管理。
890,기회와 운,Opportunity,기회를 놓쳤다면 다음 기회의 준비 시간이 생긴 것이다.,Miss a chance and you gain time to prepare for the next.,"Si pierdes una oportunidad, ganas tiempo para la siguiente.",错过机会，就获得了为下一次准备的时间。
