id,주제,theme,한국어,English,Espanol,中文
451,감사와 마음,Gratitude,가진 것을 세어 보는 순간 부족함이 줄어든다.,Count what you have and lack shrinks.,Cuenta lo que tienes y la carencia se encoge.,数算所拥有的，匮乏就减少。
452,감사와 마음,Gratitude,감사는 습관이 될 때 힘이 된다.,Gratitude becomes power when it becomes habit.,La gratitud se vuelve fuerza al hacerse hábito.,感恩成为习惯时，就成为力量。
453,감사와 마음,Gratitude,평범한 하루가 누군가에게는 간절한 하루다.,An ordinary day is someone else's most longed-for day.,Un día común es el día más anhelado para alguien.,平凡的一天，是别人渴望的一天。
454,감사와 마음,Gratitude,불평의 목록보다 감사의 목록이 길어야 한다.,Your gratitude list should outrun your complaint list.,Tu lista de gratitud debe superar la de quejas.,感恩清单，应比抱怨清单更长。
455,감사와 마음,Gratitude,고마움을 늦게 말하면 절반만 전해진다.,Thanks delivered late arrives only half.,El agradecimiento tardío llega a medias.,迟到的感谢，只送达一半。
456,감사와 마음,Gratitude,작은 것에 기뻐하는 능력이 삶의 질을 정한다.,The ability to enjoy small things sets your quality of life.,Disfrutar lo pequeño define tu calidad de vida.,为小事欢喜的能力，决定生活品质。
457,감사와 마음,Gratitude,비교를 멈추면 만족이 시작된다.,Stop comparing and contentment begins.,Deja de comparar y empezará la satisfacción.,停止比较，满足就开始。
458,감사와 마음,Gratitude,당연한 것은 없다. 다만 익숙해졌을 뿐이다.,Nothing is a given; we have only grown used to it.,Nada es obvio; solo nos hemos acostumbrado.,没有理所当然，只是习以为常。
459,감사와 마음,Gratitude,오늘 무사히 지나간 하루도 성취다.,A day that passed safely is also an achievement.,Un día que pasó sin daño también es un logro.,平安度过的一天，也是成就。
460,감사와 마음,Gratitude,감사는 과거를 정리하고 미래를 가볍게 한다.,Gratitude tidies the past and lightens the future.,La gratitud ordena el pasado y aligera el futuro.,感恩整理过去，减轻未来。
461,감사와 마음,Gratitude,누군가의 수고 덕분에 오늘의 편안함이 있다.,Someone's labor made today's comfort possible.,El esfuerzo de alguien hizo posible tu comodidad de hoy.,今天的安逸，源于某人的辛劳。
462,감사와 마음,Gratitude,마음이 넉넉한 사람은 나눌 것이 늘 있다.,A generous heart always has something to share.,Un corazón generoso siempre tiene qué compartir.,心宽的人，总有可分享之物。
463,감사와 마음,Gratitude,용서는 상대가 아니라 나를 위한 것이다.,"Forgiveness is for you, not for the other person.","Perdonar es para ti, no para el otro.",原谅，是为了自己，不是为了对方。
464,감사와 마음,Gratitude,하루를 감사로 마치면 다음 날이 가벼워진다.,End a day in gratitude and the next feels lighter.,Termina el día con gratitud y el siguiente será más ligero.,以感恩结束一天，第二天会更轻盈。
465,감사와 마음,Gratitude,받은 친절은 다른 사람에게 흘려보내라.,Pass on the kindness you were given.,Transmite la amabilidad que recibiste.,把受到的善意，传递给别人。
466,감사와 마음,Gratitude,기쁨은 크기가 아니라 빈도의 문제다.,"Joy is a matter of frequency, not size.","La alegría es cuestión de frecuencia, no de tamaño.",快乐，在于频率而非大小。
467,감사와 마음,Gratitude,불안한 마음에는 감사가 가장 좋은 해독제다.,Gratitude is the best antidote to an anxious mind.,La gratitud es el mejor antídoto para la ansiedad.,对焦虑的心，感恩是最好的解药。
468,감사와 마음,Gratitude,말 한마디의 따뜻함은 오래 기억된다.,One warm word is remembered a long time.,Una palabra cálida se recuerda mucho tiempo.,一句温暖的话，会被长久记住。
469,감사와 마음,Gratitude,충분히 가졌음을 아는 것이 가장 큰 소득이다.,Knowing you have enough is the greatest income.,Saber que tienes suficiente es la mayor ganancia.,知道自己已足够，是最大的收入。
470,감사와 마음,Gratitude,기억할수록 감사할 일이 많아진다.,"The more you remember, the more there is to thank.","Cuanto más recuerdas, más hay que agradecer.",回忆越多，值得感谢的越多。
471,감사와 마음,Gratitude,남을 위한 마음이 결국 나를 지켜 준다.,A heart turned toward others ends up protecting you.,Un corazón vuelto hacia otros acaba protegiéndote.,为他人着想的心，最终守护自己。
472,감사와 마음,Gratitude,칭찬은 아껴 두면 유통기한이 지나 버린다.,Praise saved for later expires.,El elogio guardado caduca.,赞美存着不说，就会过期。
473,감사와 마음,Gratitude,감사할 줄 아는 사람 곁에는 사람이 모인다.,People gather around those who know how to be thankful.,La gente se acerca a quien sabe agradecer.,懂得感恩的人，身边聚集着人。
474,감사와 마음,Gratitude,하루에 세 가지만 적어도 마음이 달라진다.,Write down three things a day and your mind changes.,Escribe tres cosas al día y tu ánimo cambiará.,每天写下三件事，心境就会改变。
475,감사와 마음,Gratitude,고생 끝의 기쁨은 두 배로 진하다.,Joy after hardship is twice as deep.,La alegría tras el esfuerzo sabe el doble.,苦尽之后的喜悦，浓烈加倍。
476,인생과 의미,Life,인생은 속도가 아니라 방향이다.,"Life is about direction, not speed.","La vida es dirección, no velocidad.",人生在于方向，而非速度。
477,인생과 의미,Life,가장 아까운 시간은 남의 인생을 부러워하는 시간이다.,The most wasted hours are those spent envying others.,Las horas más perdidas son las de envidiar a otros.,最可惜的时间，是羡慕别人的时间。
478,인생과 의미,Life,의미는 발견되는 것이 아니라 만들어지는 것이다.,Meaning is not found; it is made.,El sentido no se encuentra; se construye.,意义不是被发现的，而是被创造的。
479,인생과 의미,Life,무엇을 남길지 생각하면 오늘이 달라진다.,Think about what you will leave behind and today changes.,Piensa en qué dejarás y hoy cambiará.,想想要留下什么，今天就会不同。
480,인생과 의미,Life,잘 사는 것은 잘 선택하는 일의 반복이다.,Living well is the repetition of choosing well.,Vivir bien es repetir buenas decisiones.,活得好，就是不断做出好选择。
481,인생과 의미,Life,삶의 크기는 감당한 책임의 크기와 같다.,The size of a life equals the responsibility it carried.,El tamaño de una vida iguala la responsabilidad que sostuvo.,人生的大小，等于承担责任的大小。
482,인생과 의미,Life,끝을 생각하면 사소한 것에 덜 흔들린다.,Keep the end in mind and small things shake you less.,Ten presente el final y lo pequeño te alterará menos.,想到终点，就不会被小事动摇。
483,인생과 의미,Life,오늘 하루가 인생의 축소판이다.,Today is a small model of your whole life.,Hoy es una versión reducida de tu vida entera.,今天，是人生的缩影。
484,인생과 의미,Life,무엇을 하느냐보다 왜 하느냐가 오래간다.,Why you do it outlasts what you do.,El porqué dura más que el qué.,为什么做，比做什么更持久。
485,인생과 의미,Life,가장 큰 성공은 자기다운 삶을 사는 것이다.,The greatest success is living a life that is yours.,El mayor éxito es vivir una vida propia.,最大的成功，是活出自己的样子。
486,인생과 의미,Life,누군가에게 도움이 된 하루는 헛되지 않다.,A day that helped someone was never wasted.,Un día que ayudó a alguien nunca se perdió.,帮助过别人的一天，不算虚度。
487,인생과 의미,Life,삶은 계획대로 되지 않지만 방향대로는 간다.,"Life does not follow the plan, but it follows the direction.","La vida no sigue el plan, pero sí el rumbo.",人生不按计划走，却按方向走。
488,인생과 의미,Life,가진 것보다 나눈 것이 오래 남는다.,What you shared outlasts what you owned.,Lo compartido dura más que lo poseído.,分享的，比拥有的留得更久。
489,인생과 의미,Life,후회 없는 삶이 아니라 후회를 줄이는 삶을 살라.,Aim not for a life without regret but for fewer regrets.,"No busques una vida sin arrepentimientos, sino con menos.",不求无悔的人生，只求减少后悔。
490,인생과 의미,Life,늦은 나이는 없다. 늦은 결심만 있을 뿐이다.,"There is no age too late, only decisions made too late.","No hay edad tardía, solo decisiones tardías.",没有太晚的年龄，只有太晚的决心。
491,인생과 의미,Life,잘 산 하루가 모여 잘 산 인생이 된다.,Days lived well add up to a life lived well.,Los días bien vividos suman una vida bien vivida.,过好的每一天，汇成过好的一生。
492,인생과 의미,Life,남과 다른 길을 가면 남과 다른 풍경을 본다.,Take a different road and see a different view.,Toma un camino distinto y verás un paisaje distinto.,走不同的路，看不同的风景。
493,인생과 의미,Life,사랑하는 일에 시간을 쓰는 것이 최고의 사치다.,Spending time on what you love is the finest luxury.,Dedicar tiempo a lo que amas es el mayor lujo.,把时间花在所爱之事上，是最好的奢侈。
494,인생과 의미,Life,고통은 지나가지만 배움은 남는다.,Pain passes; the lesson stays.,El dolor pasa; la lección permanece.,痛苦会过去，学到的会留下。
495,인생과 의미,Life,가장 소중한 것들은 대개 조용히 곁에 있다.,The most precious things are usually quietly nearby.,"Lo más valioso suele estar en silencio, cerca.",最珍贵的东西，往往静静地在身边。
496,인생과 의미,Life,누구의 인생도 완벽하지 않다. 다만 각자 다를 뿐이다.,No life is perfect; every life is simply different.,Ninguna vida es perfecta; solo son distintas.,没有完美的人生，只有各不相同的人生。
497,인생과 의미,Life,삶은 한 번뿐이지만 매일 새로 시작할 수 있다.,"You live once, yet you may begin again each day.","Solo vives una vez, pero puedes empezar cada día.",人生只有一次，却可以每天重新开始。
498,인생과 의미,Life,지금 이 순간이 언젠가 그리워질 시절이다.,This moment will one day be the time you miss.,Este momento será algún día el que añores.,此时此刻，终将成为你怀念的时光。
499,인생과 의미,Life,어떻게 기억될지가 어떻게 살지를 알려 준다.,How you want to be remembered tells you how to live.,Cómo quieres ser recordado te dice cómo vivir.,想被如何记住，就知道该如何活。
500,인생과 의미,Life,살아 있다는 것 자체가 아직 기회가 남았다는 뜻이다.,To be alive is to still have a chance left.,Estar vivo significa que aún queda una oportunidad.,活着，就意味着机会还在。
